title,genre,overview,content
Hævnen,"Drama, Romance","The lives of two Danish families cross each other, and an extraordinary but risky friendship comes into bud. But loneliness, frailty and sorrow lie in wait.",drama romance the lives of two danish families cross each other and an extraordinary but risky friendship comes into bud but loneliness frailty and sorrow lie in wait
Despicable Me,"Animation, Comedy, Crime","When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",animation comedy crime when a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme he finds their love is profoundly changing him for the better
50/50,"Comedy, Drama, Romance","Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",comedy drama romance inspired by a true story a comedy centered on a yearold guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease
Kick-Ass,"Action, Comedy, Crime","Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",action comedy crime dave lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero even though he has no powers training or meaningful reason to do so
Celda 211,"Action, Adventure, Crime","The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal.",action adventure crime the story of two men on different sides of a prison riot  the inmate leading the rebellion and the young guard trapped in the revolt who poses as a prisoner in a desperate attempt to survive the ordeal
Moneyball,"Biography, Drama, Sport",Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,biography drama sport oakland as general manager billy beanes successful attempt to assemble a baseball team on a lean budget by employing computergenerated analysis to acquire new players
La piel que habito,"Drama, Horror, Thriller","A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",drama horror thriller a brilliant plastic surgeon haunted by past tragedies creates a type of synthetic skin that withstands any kind of damage his guinea pig a mysterious and volatile woman who holds the key to his obsession
Zombieland,"Adventure, Comedy, Fantasy","A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.",adventure comedy fantasy a shy student trying to reach his family in ohio a guntoting tough guy trying to find the last twinkie and a pair of sisters trying to get to an amusement park join forces to travel across a zombiefilled america
Die Welle,"Drama, Thriller",A high school teacher's experiment to demonstrate to his students what life is like under a dictatorship spins horribly out of control when he forms a social unit with a life of its own.,drama thriller a high school teachers experiment to demonstrate to his students what life is like under a dictatorship spins horribly out of control when he forms a social unit with a life of its own
Sherlock Holmes,"Action, Adventure, Mystery",Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,action adventure mystery detective sherlock holmes and his stalwart partner watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of england
The Blind Side,"Biography, Drama, Sport","The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",biography drama sport the story of michael oher a homeless and traumatized boy who became an allamerican football player and firstround nfl draft pick with the help of a caring woman and her family
The Visitor,Drama,A college professor travels to New York City to attend a conference and finds a young couple living in his apartment.,drama a college professor travels to new york city to attend a conference and finds a young couple living in his apartment
Seven Pounds,Drama,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,drama a man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers
